"","salary","age","elevel","car","zipcode","credit","brand","Age_Level","Age_Brackets"
"7996",27961.04,76,"4","1","0",52354.29,"Sony",3,"60+"
"7997",73181.53,42,"3","3","5",116250.3,"Acer",2,"40-60"
"7998",54352.5,37,"2","4","8",99319.49,"Acer",1,"<40"
"7999",126678.5,36,"1","5","7",66762.38,"Sony",1,"<40"
"8000",21657.06,54,"0","20","2",25585.53,"Sony",2,"40-60"
"8001",98704.13,54,"0","14","1",400496.9,"Acer",2,"40-60"
"8002",57686.67,39,"3","17","8",247504.6,"Acer",1,"<40"
"8003",64468.29,61,"3","3","7",468598.3,"Sony",3,"60+"
"8004",149568,41,"4","4","2",271248.8,"Sony",2,"40-60"
"8005",25241.07,41,"0","6","8",209069.6,"Sony",2,"40-60"
"8006",113215.6,73,"4","12","7",192424.5,"Sony",3,"60+"
"8007",45408.24,68,"0","16","0",5e+05,"Acer",3,"60+"
"8008",96779.63,29,"4","15","8",422307.2,"Sony",1,"<40"
"8009",25922,68,"2","14","4",410946.2,"Acer",3,"60+"
"8010",133521.7,50,"0","13","8",412283.4,"Sony",2,"40-60"
"8011",45041.6,50,"1","5","6",199770.2,"Sony",2,"40-60"
"8012",72475.81,20,"4","17","4",47523.83,"Acer",1,"<40"
"8013",63332.42,61,"3","11","7",260669.3,"Acer",3,"60+"
"8014",60299.5,78,"2","11","0",5e+05,"Acer",3,"60+"
"8015",54876.79,28,"1","14","5",301303.2,"Acer",1,"<40"
"8016",129346,58,"3","3","8",422344.6,"Sony",2,"40-60"
"8017",106000.8,36,"0","19","7",335197.1,"Sony",1,"<40"
"8018",65955.24,50,"3","14","6",425439.3,"Sony",2,"40-60"
"8019",90885.71,58,"1","6","0",306227.6,"Sony",2,"40-60"
"8020",48638.57,74,"1","20","4",127838.6,"Acer",3,"60+"
"8021",88058.93,48,"3","5","2",287092.5,"Acer",2,"40-60"
"8022",68520.15,75,"3","5","8",390847.9,"Acer",3,"60+"
"8023",28064.53,43,"4","12","7",121829.5,"Sony",2,"40-60"
"8024",145748.2,48,"0","17","5",236345.4,"Sony",2,"40-60"
"8025",36707.63,40,"2","4","8",403864.8,"Sony",2,"40-60"
"8026",60471.41,35,"4","17","2",258721.1,"Acer",1,"<40"
"8027",136374.5,32,"0","14","3",4594.802,"Sony",1,"<40"
"8028",98709.5,36,"0","14","2",148727,"Acer",1,"<40"
"8029",39058.93,49,"0","17","0",341517.9,"Sony",2,"40-60"
"8030",39727.9,34,"0","11","6",247978.6,"Sony",1,"<40"
"8031",50896.09,26,"1","2","4",487468.8,"Sony",1,"<40"
"8032",87638.12,49,"2","8","0",193273,"Acer",2,"40-60"
"8033",119325.6,40,"3","20","7",370990.2,"Acer",2,"40-60"
"8034",120326.2,67,"3","15","0",201256.9,"Sony",3,"60+"
"8035",146751.7,51,"1","20","1",347921.6,"Sony",2,"40-60"
"8036",76674.95,55,"3","17","8",229465.2,"Sony",2,"40-60"
"8037",135129,25,"4","17","7",109614.3,"Sony",1,"<40"
"8038",117517.6,70,"4","18","8",10672.6,"Sony",3,"60+"
"8039",110673.8,43,"2","13","0",197565.5,"Acer",2,"40-60"
"8040",135666.6,28,"1","7","1",450286.6,"Sony",1,"<40"
"8041",68179.9,80,"1","12","0",247090.8,"Acer",3,"60+"
"8042",98376.07,30,"3","16","6",92493.03,"Sony",1,"<40"
"8043",62246.69,25,"3","15","8",275967.5,"Acer",1,"<40"
"8044",93188.69,74,"0","8","0",264835.8,"Sony",3,"60+"
"8045",136866.9,80,"4","8","8",318917.7,"Sony",3,"60+"
"8046",124647.4,62,"2","8","3",227404,"Sony",3,"60+"
"8047",92409.91,58,"4","15","2",311698.2,"Sony",2,"40-60"
"8048",128532.8,46,"4","3","3",453502.4,"Sony",2,"40-60"
"8049",63831.89,79,"2","7","1",225058.7,"Acer",3,"60+"
"8050",69901.47,69,"1","13","8",480480,"Acer",3,"60+"
"8051",42120.79,33,"1","7","0",1167.982,"Sony",1,"<40"
"8052",130509.6,54,"1","5","6",371380.6,"Sony",2,"40-60"
"8053",58189.44,55,"1","10","2",115406.2,"Sony",2,"40-60"
"8054",128295.7,35,"4","20","8",499366.9,"Sony",1,"<40"
"8055",72783.04,47,"0","20","6",84998.3,"Acer",2,"40-60"
"8056",90478.5,42,"2","10","4",309570,"Acer",2,"40-60"
"8057",36711.5,48,"3","8","3",305464.5,"Sony",2,"40-60"
"8058",68409.85,21,"0","12","0",431383.7,"Acer",1,"<40"
"8059",134838.5,42,"1","15","2",335614.3,"Sony",2,"40-60"
"8060",52835.15,57,"3","6","8",484143.9,"Sony",2,"40-60"
"8061",133120,32,"3","10","1",347923.6,"Sony",1,"<40"
"8062",43261.82,75,"1","2","7",344713.4,"Acer",3,"60+"
"8063",120400.4,63,"1","2","8",368534.1,"Sony",3,"60+"
"8064",41661.13,54,"1","6","6",77506.21,"Sony",2,"40-60"
"8065",141457.2,80,"4","12","5",425018.2,"Sony",3,"60+"
"8066",142437.2,69,"0","5","0",172085.1,"Sony",3,"60+"
"8067",52322.4,34,"2","10","7",328923.3,"Acer",1,"<40"
"8068",113074.8,62,"4","14","7",50811.19,"Acer",3,"60+"
"8069",122408.2,30,"4","2","4",59851.13,"Sony",1,"<40"
"8070",88463.6,66,"0","15","4",241665.9,"Sony",3,"60+"
"8071",100602.7,73,"3","6","6",366480.5,"Sony",3,"60+"
"8072",25494.64,42,"1","6","2",83948.61,"Sony",2,"40-60"
"8073",52740.89,64,"4","9","3",82488.07,"Acer",3,"60+"
"8074",108455.8,73,"4","3","5",418620.4,"Sony",3,"60+"
"8075",48092.75,42,"1","2","0",124003.9,"Sony",2,"40-60"
"8076",32520.68,75,"1","7","4",421731.7,"Acer",3,"60+"
"8077",38128.72,70,"3","16","2",198678.4,"Acer",3,"60+"
"8078",100505.3,60,"1","6","5",387792.3,"Acer",3,"60+"
"8079",115955.5,23,"0","16","4",21182.3,"Sony",1,"<40"
"8080",91056.42,73,"0","20","7",150927.2,"Sony",3,"60+"
"8081",23399.66,27,"0","9","1",353584.6,"Sony",1,"<40"
"8082",126365,62,"3","14","7",421421.4,"Sony",3,"60+"
"8083",135301.2,59,"1","12","0",465064.7,"Sony",2,"40-60"
"8084",38621.22,43,"3","12","6",292765.7,"Sony",2,"40-60"
"8085",122874.3,27,"1","17","2",426885.3,"Sony",1,"<40"
"8086",109751.9,29,"3","19","8",211901.7,"Sony",1,"<40"
"8087",23637.38,30,"0","18","0",327226,"Sony",1,"<40"
"8088",21233.18,20,"1","3","0",29125.02,"Sony",1,"<40"
"8089",46339.66,55,"4","19","3",266827.5,"Sony",2,"40-60"
"8090",86575.84,61,"2","20","6",444273.1,"Sony",3,"60+"
"8091",104513.5,57,"0","2","0",13823.56,"Acer",2,"40-60"
"8092",78687.12,50,"2","17","4",266281.4,"Acer",2,"40-60"
"8093",24613.11,30,"2","9","5",491678.8,"Sony",1,"<40"
"8094",138411.8,45,"4","9","0",31754.68,"Sony",2,"40-60"
"8095",71536.46,72,"3","15","1",236414.9,"Sony",3,"60+"
"8096",141565.9,64,"1","4","5",265660.1,"Sony",3,"60+"
"8097",78336.97,55,"0","3","3",422106.2,"Acer",2,"40-60"
"8098",21011.64,66,"2","12","0",254815.4,"Sony",3,"60+"
"8099",98089.38,32,"3","15","6",375275.5,"Sony",1,"<40"
"8100",88915.14,57,"1","8","5",77694.65,"Acer",2,"40-60"
"8101",50665.71,23,"4","1","2",436992.7,"Acer",1,"<40"
"8102",27217.62,23,"3","10","3",90035.63,"Sony",1,"<40"
"8103",114913.6,42,"4","19","7",469344.4,"Acer",2,"40-60"
"8104",133262.3,38,"3","7","2",483161.8,"Sony",1,"<40"
"8105",138072.9,27,"3","1","3",53738.04,"Sony",1,"<40"
"8106",140151,48,"2","16","3",195423.1,"Sony",2,"40-60"
"8107",118633,80,"3","8","6",21684.06,"Sony",3,"60+"
"8108",109012.8,37,"2","16","6",434786.1,"Sony",1,"<40"
"8109",37536.48,36,"0","12","3",88871.69,"Sony",1,"<40"
"8110",54016.44,61,"4","14","7",409216.7,"Acer",3,"60+"
"8111",46317.61,44,"0","1","7",452916.6,"Sony",2,"40-60"
"8112",100498.7,53,"1","14","7",107537.4,"Acer",2,"40-60"
"8113",71304.09,42,"4","9","6",124060.8,"Acer",2,"40-60"
"8114",66887.5,76,"0","19","0",30942.16,"Acer",3,"60+"
"8115",101534.9,77,"4","8","3",282818.3,"Sony",3,"60+"
"8116",53703.55,22,"4","8","6",369201.9,"Acer",1,"<40"
"8117",99048.74,47,"4","1","7",332482.4,"Acer",2,"40-60"
"8118",73844.98,23,"2","11","1",198932.1,"Acer",1,"<40"
"8119",139228,50,"3","4","0",213167.4,"Sony",2,"40-60"
"8120",126817.8,42,"1","10","5",80574.76,"Sony",2,"40-60"
"8121",108169.6,45,"0","7","5",56855.58,"Acer",2,"40-60"
"8122",26152.86,46,"0","11","2",15092.18,"Sony",2,"40-60"
"8123",60538.06,38,"3","16","8",178643.1,"Acer",1,"<40"
"8124",112322,24,"1","1","4",13470.09,"Sony",1,"<40"
"8125",46414.47,47,"4","1","7",106123.5,"Sony",2,"40-60"
"8126",50689.13,30,"0","18","8",236629.4,"Sony",1,"<40"
"8127",61221.22,41,"2","20","2",417176.8,"Sony",2,"40-60"
"8128",79472.44,40,"4","11","0",2216.217,"Sony",2,"40-60"
"8129",20000,24,"4","18","4",151217.7,"Sony",1,"<40"
"8130",31672.02,59,"2","5","4",174100.4,"Sony",2,"40-60"
"8131",54424.39,52,"0","13","8",29948.81,"Sony",2,"40-60"
"8132",34397.84,38,"3","5","2",295191.5,"Sony",1,"<40"
"8133",87541.83,33,"2","17","3",100117.3,"Acer",1,"<40"
"8134",147790.8,57,"2","3","7",18366.1,"Sony",2,"40-60"
"8135",129240.6,27,"3","11","1",470071.6,"Sony",1,"<40"
"8136",118577.8,64,"2","10","0",32821.87,"Sony",3,"60+"
"8137",131528.8,31,"2","3","2",154319.2,"Sony",1,"<40"
"8138",102388.1,55,"0","6","5",357177.3,"Acer",2,"40-60"
"8139",73038.41,31,"4","17","4",318678.4,"Acer",1,"<40"
"8140",95807.81,28,"2","17","5",13185.8,"Acer",1,"<40"
"8141",56001.21,49,"1","14","8",420604,"Sony",2,"40-60"
"8142",130105.9,54,"2","12","3",68862.18,"Sony",2,"40-60"
"8143",80163.64,40,"1","16","1",496954.7,"Acer",2,"40-60"
"8144",45919.71,72,"2","2","1",170325.3,"Acer",3,"60+"
"8145",143037.6,58,"4","3","0",181999.6,"Sony",2,"40-60"
"8146",39220.96,30,"2","10","0",427976.9,"Sony",1,"<40"
"8147",29273.24,44,"3","10","4",369814.8,"Sony",2,"40-60"
"8148",136130,44,"0","12","3",56143.32,"Sony",2,"40-60"
"8149",140401.6,53,"2","5","1",344589.7,"Sony",2,"40-60"
"8150",67487.87,36,"3","4","3",82663.65,"Acer",1,"<40"
"8151",73644.96,46,"4","11","8",357479.7,"Sony",2,"40-60"
"8152",125983.6,51,"2","20","1",273417.9,"Acer",2,"40-60"
"8153",26094.62,35,"4","16","6",55922.68,"Sony",1,"<40"
"8154",52882.23,63,"1","20","3",270086.7,"Acer",3,"60+"
"8155",150000,43,"3","8","2",482639.4,"Sony",2,"40-60"
"8156",106864.3,76,"1","14","0",107268.9,"Sony",3,"60+"
"8157",87439.11,56,"4","5","7",418346.6,"Acer",2,"40-60"
"8158",145421.2,25,"4","20","3",99778.41,"Sony",1,"<40"
"8159",57417.93,39,"2","14","8",434365.5,"Acer",1,"<40"
"8160",20858.85,38,"0","6","8",101767.9,"Sony",1,"<40"
"8161",120550.5,42,"2","1","4",188105.6,"Sony",2,"40-60"
"8162",39563.7,80,"3","19","8",33651.06,"Acer",3,"60+"
"8163",42839.78,71,"1","20","5",199104.4,"Acer",3,"60+"
"8164",110188.5,28,"2","11","8",219835.5,"Sony",1,"<40"
"8165",76701.77,68,"0","2","4",233970,"Sony",3,"60+"
"8166",65777.98,37,"1","18","7",400336.4,"Acer",1,"<40"
"8167",63757.37,47,"3","18","7",114661.2,"Sony",2,"40-60"
"8168",62285.9,60,"3","11","5",218785.4,"Acer",3,"60+"
"8169",141764.7,71,"4","14","3",131152,"Sony",3,"60+"
"8170",34714.22,51,"0","19","2",272638.3,"Sony",2,"40-60"
"8171",70329.36,40,"4","17","7",341578,"Sony",2,"40-60"
"8172",104261.4,70,"1","10","4",123681.5,"Sony",3,"60+"
"8173",122052.4,43,"0","7","3",146816.6,"Acer",2,"40-60"
"8174",55071.31,32,"3","6","2",401372.3,"Acer",1,"<40"
"8175",123927.3,47,"3","14","7",68393.02,"Acer",2,"40-60"
"8176",80274.51,43,"3","6","0",78623.92,"Acer",2,"40-60"
"8177",70656.7,64,"0","1","7",0,"Acer",3,"60+"
"8178",97099.27,78,"4","8","2",60262.48,"Sony",3,"60+"
"8179",143424.9,35,"0","12","2",236189.1,"Sony",1,"<40"
"8180",91704.72,39,"3","15","2",144069.7,"Acer",1,"<40"
"8181",128093.9,33,"4","6","4",194405.9,"Sony",1,"<40"
"8182",60199.23,62,"0","4","6",190579.2,"Acer",3,"60+"
"8183",133110.1,73,"0","20","4",64644.67,"Sony",3,"60+"
"8184",51826.48,52,"3","14","6",75801.58,"Sony",2,"40-60"
"8185",150000,60,"4","2","1",256901.6,"Sony",3,"60+"
"8186",134086,30,"0","14","8",463110.4,"Sony",1,"<40"
"8187",41941.5,44,"4","11","7",15070.31,"Sony",2,"40-60"
"8188",82844.39,71,"4","9","6",378593.1,"Sony",3,"60+"
"8189",125446.2,47,"4","15","4",231630.6,"Sony",2,"40-60"
"8190",140644.4,42,"4","14","7",439657.3,"Sony",2,"40-60"
"8191",21113.57,64,"1","10","1",473160.4,"Acer",3,"60+"
"8192",115099.1,49,"4","18","0",146263.3,"Acer",2,"40-60"
"8193",137553.9,69,"0","11","2",132988.6,"Sony",3,"60+"
"8194",66729.29,62,"3","4","7",29787.5,"Acer",3,"60+"
"8195",133264.3,37,"1","9","7",219040.6,"Sony",1,"<40"
"8196",57105.71,76,"4","7","8",21493.46,"Acer",3,"60+"
"8197",43096.37,21,"1","3","0",5e+05,"Sony",1,"<40"
"8198",60848.29,61,"1","19","4",338690.7,"Sony",3,"60+"
"8199",66472.97,31,"1","1","7",67590.2,"Acer",1,"<40"
"8200",74482.54,49,"2","10","4",468763.9,"Acer",2,"40-60"
"8201",25991.25,65,"3","13","0",173335.2,"Sony",3,"60+"
"8202",83294.49,70,"1","11","1",418621,"Sony",3,"60+"
"8203",104580.4,80,"3","15","4",124144.3,"Sony",3,"60+"
"8204",83210.49,58,"3","3","7",37967.29,"Sony",2,"40-60"
"8205",77869.43,70,"3","4","5",240303.2,"Sony",3,"60+"
"8206",143722.8,64,"0","14","1",469894.2,"Sony",3,"60+"
"8207",20406.11,33,"4","18","6",105329.7,"Sony",1,"<40"
"8208",26033.39,52,"0","18","3",395141.8,"Sony",2,"40-60"
"8209",54356.64,48,"2","1","6",94771.7,"Sony",2,"40-60"
"8210",26999.17,60,"4","15","4",227169.7,"Sony",3,"60+"
"8211",131882.7,64,"1","16","3",230055.1,"Sony",3,"60+"
"8212",128943.6,51,"0","16","2",437687.1,"Sony",2,"40-60"
"8213",111186.3,59,"3","19","2",194234,"Sony",2,"40-60"
"8214",71980.38,20,"3","7","0",191176.4,"Acer",1,"<40"
"8215",48892.74,70,"4","12","8",173898.7,"Acer",3,"60+"
"8216",48668.93,32,"2","16","6",202643.6,"Acer",1,"<40"
"8217",106110,28,"4","15","3",378367.2,"Sony",1,"<40"
"8218",82911.26,60,"3","6","1",453240.8,"Sony",3,"60+"
"8219",85809.02,52,"3","11","1",124464.6,"Acer",2,"40-60"
"8220",50168.1,24,"2","8","4",120725.7,"Acer",1,"<40"
"8221",78395.08,75,"3","3","3",443871.6,"Sony",3,"60+"
"8222",124991.9,20,"2","4","1",457070.6,"Sony",1,"<40"
"8223",123343.4,75,"4","4","2",388254.7,"Sony",3,"60+"
"8224",43349.03,68,"3","11","8",332946.8,"Acer",3,"60+"
"8225",61281.41,62,"3","14","7",217222.1,"Sony",3,"60+"
"8226",107286.3,26,"4","17","5",482709.6,"Sony",1,"<40"
"8227",125704.9,23,"4","1","2",1200.024,"Sony",1,"<40"
"8228",76116.26,32,"1","6","6",369152.4,"Acer",1,"<40"
"8229",20000,59,"1","9","0",415434.4,"Sony",2,"40-60"
"8230",93310.87,23,"4","1","2",475960.2,"Acer",1,"<40"
"8231",118264.3,80,"2","6","6",246754.6,"Sony",3,"60+"
"8232",58354.8,20,"0","14","8",175740.8,"Acer",1,"<40"
"8233",92175.94,37,"1","19","3",488039.1,"Acer",1,"<40"
"8234",50244.2,53,"3","4","1",387894.5,"Sony",2,"40-60"
"8235",44253.4,62,"3","9","6",286708,"Acer",3,"60+"
"8236",59951.34,41,"0","2","6",69546.77,"Sony",2,"40-60"
"8237",91879.57,41,"2","8","0",464286.7,"Acer",2,"40-60"
"8238",25854.62,80,"3","13","5",485311.6,"Acer",3,"60+"
"8239",109942.5,49,"2","13","4",364587.5,"Acer",2,"40-60"
"8240",61423.39,38,"4","15","3",395355.9,"Acer",1,"<40"
"8241",69257.25,37,"2","4","5",17162.8,"Acer",1,"<40"
"8242",111573.6,72,"4","7","0",344198.7,"Sony",3,"60+"
"8243",104885.9,36,"1","6","0",318692.6,"Sony",1,"<40"
"8244",125616,60,"2","17","1",138150.7,"Sony",3,"60+"
"8245",133670,64,"4","8","1",440040.3,"Sony",3,"60+"
"8246",99163.66,49,"4","15","0",236951,"Acer",2,"40-60"
"8247",20630.13,36,"0","12","3",480050.5,"Sony",1,"<40"
"8248",92697.44,60,"1","11","3",456925.9,"Sony",3,"60+"
"8249",120234.3,73,"2","9","5",484226.7,"Sony",3,"60+"
"8250",111507.8,41,"0","16","7",437581.4,"Sony",2,"40-60"
"8251",20000,22,"3","18","5",367903.1,"Sony",1,"<40"
"8252",144771.1,20,"3","3","0",125921.7,"Sony",1,"<40"
"8253",70115.63,30,"4","5","3",361035.8,"Acer",1,"<40"
"8254",40646.78,77,"4","10","1",128884.6,"Acer",3,"60+"
"8255",119932.2,62,"0","19","0",280845.9,"Sony",3,"60+"
"8256",103267.1,74,"0","13","0",222140,"Sony",3,"60+"
"8257",59566.27,42,"0","4","4",19401.76,"Sony",2,"40-60"
"8258",104384,36,"2","8","0",248044.6,"Acer",1,"<40"
"8259",38348.14,69,"4","19","1",61147.37,"Acer",3,"60+"
"8260",94343.55,61,"0","15","4",478622,"Acer",3,"60+"
"8261",67686.42,70,"4","4","3",146605.2,"Acer",3,"60+"
"8262",87008.74,47,"3","11","6",451791.8,"Acer",2,"40-60"
"8263",42176.47,75,"0","17","2",187296.3,"Acer",3,"60+"
"8264",72840.5,37,"2","13","8",137585.3,"Acer",1,"<40"
"8265",85179.42,58,"4","19","5",121815.7,"Acer",2,"40-60"
"8266",65396.87,39,"0","3","1",100090.1,"Sony",1,"<40"
"8267",128623.6,49,"2","4","1",95501.02,"Sony",2,"40-60"
"8268",132485.6,71,"1","9","3",111682.6,"Sony",3,"60+"
"8269",31409.67,26,"2","18","5",480172.5,"Sony",1,"<40"
"8270",58522.93,31,"2","10","0",159790.1,"Acer",1,"<40"
"8271",85638.46,72,"0","18","5",201971.6,"Sony",3,"60+"
"8272",55850.34,31,"4","19","0",24504.09,"Acer",1,"<40"
"8273",52319.45,42,"0","18","0",10695.79,"Sony",2,"40-60"
"8274",93369.02,49,"1","9","8",153417.1,"Acer",2,"40-60"
"8275",50433.02,47,"1","14","4",357052.7,"Sony",2,"40-60"
"8276",51316.23,58,"4","17","0",0,"Acer",2,"40-60"
"8277",52062.47,54,"2","13","8",143464.7,"Sony",2,"40-60"
"8278",92359.19,60,"3","5","8",307899,"Acer",3,"60+"
"8279",149050.1,41,"0","13","4",271150.5,"Sony",2,"40-60"
"8280",107010.1,79,"4","11","5",120265.1,"Sony",3,"60+"
"8281",78691.19,68,"1","8","0",454887.9,"Sony",3,"60+"
"8282",63442.89,22,"1","10","0",370777.8,"Acer",1,"<40"
"8283",39455.13,60,"3","17","8",376652.6,"Sony",3,"60+"
"8284",45565.31,25,"3","18","8",329728.2,"Sony",1,"<40"
"8285",39532.41,28,"1","2","5",53939.09,"Sony",1,"<40"
"8286",103774.8,39,"3","5","4",214899.7,"Acer",1,"<40"
"8287",103609.3,44,"4","13","4",286234.1,"Acer",2,"40-60"
"8288",95137.61,69,"0","20","3",98412.78,"Sony",3,"60+"
"8289",134194.6,49,"2","19","2",231958,"Sony",2,"40-60"
"8290",28569.63,69,"0","8","7",118185,"Sony",3,"60+"
"8291",69776.49,59,"3","5","5",489075.2,"Sony",2,"40-60"
"8292",38511.6,40,"3","11","3",481271.7,"Sony",2,"40-60"
"8293",126463.3,63,"3","4","8",39707.23,"Sony",3,"60+"
"8294",88238.86,30,"0","3","7",77056.19,"Acer",1,"<40"
"8295",150000,54,"0","19","2",24467.93,"Sony",2,"40-60"
"8296",82109,55,"4","2","4",472494.5,"Acer",2,"40-60"
"8297",44833.17,72,"4","16","0",400054.9,"Acer",3,"60+"
"8298",61587.24,39,"1","4","3",154315.4,"Acer",1,"<40"
"8299",117856.4,72,"0","14","2",198368.9,"Sony",3,"60+"
"8300",123764.9,35,"1","1","3",337030.8,"Sony",1,"<40"
"8301",68518.42,41,"4","13","0",357198.3,"Sony",2,"40-60"
"8302",88864.91,76,"1","18","6",250880.2,"Sony",3,"60+"
"8303",89947.67,72,"4","10","5",175235,"Sony",3,"60+"
"8304",121486.5,49,"2","9","4",265287.1,"Acer",2,"40-60"
"8305",147771.4,61,"4","2","3",210676.4,"Sony",3,"60+"
"8306",147874.7,21,"3","15","1",120009.2,"Sony",1,"<40"
"8307",25451.3,38,"0","16","7",58804.16,"Sony",1,"<40"
"8308",150000,45,"0","4","5",110723.8,"Sony",2,"40-60"
"8309",140592.3,50,"1","2","7",383729,"Sony",2,"40-60"
"8310",128968.3,71,"4","3","6",438064.6,"Sony",3,"60+"
"8311",113311.2,77,"2","15","0",18825.59,"Sony",3,"60+"
"8312",96409.01,22,"0","6","2",288440.4,"Acer",1,"<40"
"8313",138597.4,66,"1","12","8",96564.1,"Sony",3,"60+"
"8314",116000.5,41,"3","12","1",10504.88,"Acer",2,"40-60"
"8315",23917.6,72,"1","4","7",165587.8,"Sony",3,"60+"
"8316",62954.5,40,"4","13","8",32296.73,"Sony",2,"40-60"
"8317",67964.33,71,"1","1","6",19829.25,"Acer",3,"60+"
"8318",22232.31,59,"4","12","1",477709,"Sony",2,"40-60"
"8319",29253.8,79,"3","2","4",474328.1,"Sony",3,"60+"
"8320",99860.72,65,"0","7","6",316492.8,"Sony",3,"60+"
"8321",33118.38,77,"3","9","5",89078.55,"Acer",3,"60+"
"8322",138144.7,45,"1","20","6",340746.2,"Sony",2,"40-60"
"8323",82446.19,29,"4","20","6",476684.5,"Acer",1,"<40"
"8324",83505.37,20,"1","11","2",381076.9,"Acer",1,"<40"
"8325",126403.1,39,"1","19","4",199894.7,"Sony",1,"<40"
"8326",86002.55,62,"2","18","4",21568.26,"Sony",3,"60+"
"8327",120540.2,25,"0","10","3",317633.7,"Sony",1,"<40"
"8328",44100.32,41,"1","7","7",342079.7,"Sony",2,"40-60"
"8329",69097.2,55,"4","4","3",101561.6,"Sony",2,"40-60"
"8330",125634.7,25,"3","6","6",437609.8,"Sony",1,"<40"
"8331",33991.29,21,"3","9","7",280988.5,"Sony",1,"<40"
"8332",57106.63,60,"0","8","3",394022,"Acer",3,"60+"
"8333",68493.95,54,"2","8","6",168241.7,"Sony",2,"40-60"
"8334",124892.7,24,"2","16","6",286099.3,"Sony",1,"<40"
"8335",73122.9,69,"1","17","0",203214.2,"Sony",3,"60+"
"8336",30031.15,30,"2","13","8",304905.9,"Sony",1,"<40"
"8337",147868.3,52,"4","15","2",398153.4,"Sony",2,"40-60"
"8338",63660.66,50,"0","14","7",410100.2,"Sony",2,"40-60"
"8339",69429.22,63,"0","5","8",64500.02,"Acer",3,"60+"
"8340",130595.1,22,"4","8","7",392362.5,"Sony",1,"<40"
"8341",27198.36,48,"1","11","3",332688.9,"Sony",2,"40-60"
"8342",121815.7,20,"2","15","1",498876.1,"Sony",1,"<40"
"8343",72016.77,28,"4","7","2",440899.1,"Acer",1,"<40"
"8344",74983.36,20,"1","10","0",230503.1,"Acer",1,"<40"
"8345",120249.2,69,"0","7","1",304581.2,"Sony",3,"60+"
"8346",90543,35,"3","2","4",168518.6,"Acer",1,"<40"
"8347",99390.04,44,"1","15","5",436139.6,"Acer",2,"40-60"
"8348",80855.6,37,"2","19","7",88958.53,"Acer",1,"<40"
"8349",129081.6,56,"3","4","5",100684,"Sony",2,"40-60"
"8350",87969.23,71,"2","11","8",40413.01,"Sony",3,"60+"
"8351",148424.4,29,"4","20","0",303388.7,"Sony",1,"<40"
"8352",125632.9,43,"0","13","4",98668.63,"Acer",2,"40-60"
"8353",147009.1,64,"1","15","7",273735.5,"Sony",3,"60+"
"8354",61694.44,70,"0","12","5",286920.7,"Acer",3,"60+"
"8355",21964.18,77,"1","18","7",158823.9,"Sony",3,"60+"
"8356",68043.1,29,"2","10","0",28939.44,"Acer",1,"<40"
"8357",96405.92,33,"3","15","0",272784.3,"Acer",1,"<40"
"8358",119455.7,42,"1","13","1",275538.4,"Acer",2,"40-60"
"8359",102251.4,72,"3","18","4",369582.7,"Sony",3,"60+"
"8360",50980.31,27,"0","15","1",344564.6,"Acer",1,"<40"
"8361",122201.1,80,"3","20","0",211951.6,"Sony",3,"60+"
"8362",84962.32,71,"1","18","0",80129.34,"Sony",3,"60+"
"8363",39535.15,68,"3","5","6",371178,"Acer",3,"60+"
"8364",103243.9,48,"0","2","5",276064.1,"Acer",2,"40-60"
"8365",107348.2,47,"4","3","2",383926,"Acer",2,"40-60"
"8366",106373.3,47,"0","2","4",85469.2,"Acer",2,"40-60"
"8367",80535.67,67,"4","12","0",384444.7,"Sony",3,"60+"
"8368",85623.79,46,"4","4","8",184802.3,"Acer",2,"40-60"
"8369",33886.78,57,"4","17","3",27435.62,"Sony",2,"40-60"
"8370",105633.2,80,"3","7","6",12315.35,"Sony",3,"60+"
"8371",90081.95,35,"1","2","0",69134.01,"Acer",1,"<40"
"8372",90359,77,"1","9","2",218915.1,"Sony",3,"60+"
"8373",68760.03,42,"3","12","0",39611.74,"Sony",2,"40-60"
"8374",20972.74,23,"2","20","8",292643.9,"Sony",1,"<40"
"8375",44618.72,31,"0","7","0",429601.9,"Acer",1,"<40"
"8376",148605.1,32,"0","1","3",315201.9,"Sony",1,"<40"
"8377",20000,32,"2","14","1",230642.9,"Sony",1,"<40"
"8378",142392.6,52,"0","14","7",110877.6,"Sony",2,"40-60"
"8379",82334.58,35,"2","7","3",245631.8,"Acer",1,"<40"
"8380",113118.5,79,"3","11","1",223843.4,"Sony",3,"60+"
"8381",105721.8,53,"0","11","5",23701.66,"Acer",2,"40-60"
"8382",112571.6,48,"0","14","1",91399.16,"Acer",2,"40-60"
"8383",67787.75,51,"2","18","8",476936.2,"Sony",2,"40-60"
"8384",35035.32,71,"3","10","6",434615.4,"Acer",3,"60+"
"8385",124009,42,"0","17","7",153986.8,"Acer",2,"40-60"
"8386",38728.35,52,"2","13","3",431448.4,"Sony",2,"40-60"
"8387",120594.8,45,"2","7","3",68446.54,"Acer",2,"40-60"
"8388",27249.11,54,"4","6","5",170190.8,"Sony",2,"40-60"
"8389",39170.67,35,"0","4","0",275416.3,"Sony",1,"<40"
"8390",112402.7,70,"3","3","6",105362.3,"Sony",3,"60+"
"8391",119247,28,"2","5","2",89192.39,"Sony",1,"<40"
"8392",63167.79,72,"3","4","4",18420.31,"Acer",3,"60+"
"8393",43769.98,25,"3","18","5",462315.3,"Sony",1,"<40"
